  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
 82.41         41.26          3.64          0.01        342.89          1.05        324.50
 82.42         41.26          3.64          0.01        342.89          1.05        324.50
 82.43         41.27          3.64          0.01        342.88          1.05        324.50
 82.44         41.27          3.63          0.01        342.87          1.05        324.50
 82.45         41.27          3.63          0.01        342.86          1.05        324.50
 82.46         41.27          3.63          0.01        342.85          1.05        324.50
 82.47         41.28          3.63          0.01        342.84          1.05        324.50
 82.48         41.28          3.62          0.01        342.84          1.05        324.50
 82.49         41.28          3.62          0.01        342.83          1.05        324.50
 82.50         41.28          3.62          0.01        342.82          1.05        324.50
 82.51         41.29          3.62          0.01        342.81          1.05        324.50
 82.52         41.29          3.61          0.01        342.80          1.05        324.50
