  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
 90.36         -4.97         -0.00          2.26        185.86          0.00        280.29      42902.14          0.00      -1498.21
 90.37         -4.97         -0.00          2.25        185.81          0.00        280.31      42904.00          0.00      -1495.41
 90.38         -4.97         -0.00          2.25        185.76          0.00        280.34      42905.86          0.00      -1492.61
 90.39         -4.97         -0.00          2.25        185.71          0.00        280.36      42907.71          0.00      -1489.80
 90.40         -4.96         -0.00          2.25        185.66          0.00        280.38      42909.57          0.00      -1487.00
 90.41         -4.96         -0.00          2.25        185.61          0.00        280.40      42911.43          0.00      -1484.20
 90.42         -4.96         -0.00          2.24        185.56          0.00        280.43      42913.28          0.00      -1481.39
 90.43         -4.96         -0.00          2.24        185.51          0.00        280.45      42915.14          0.00      -1478.59
 90.44         -4.96         -0.00          2.24        185.47          0.00        280.47      42916.99          0.00      -1475.78
 90.45         -4.96         -0.00          2.24        185.42          0.00        280.49      42918.85          0.00      -1472.98
 90.46         -4.96         -0.00          2.24        185.37          0.00        280.52      42920.70          0.00      -1470.17
 90.47         -4.96         -0.00          2.24        185.32          0.00        280.54      42922.55          0.00      -1467.37
 90.48         -4.96         -0.00          2.23        185.27          0.00        280.56      42924.41          0.00      -1464.56
 90.49         -4.96         -0.00          2.23        185.22          0.00        280.58      42926.26          0.00      -1461.76
 90.50         -4.96         -0.00          2.23        185.17          0.00        280.61      42928.11          0.00      -1458.95
 90.51         -4.96         -0.00          2.23        185.12          0.00        280.63      42929.96          0.00      -1456.14
 90.52         -4.96         -0.00          2.23        185.07          0.00        280.65      42931.81          0.00      -1453.34
 90.53         -4.96         -0.00          2.23        185.02          0.00        280.67      42933.66          0.00      -1450.53
 90.54         -4.96         -0.00          2.22        184.97          0.00        280.69      42935.51          0.00      -1447.72
 90.55         -4.96         -0.00          2.22        184.92          0.00        280.72      42937.36          0.00      -1444.92
 90.56         -4.95         -0.00          2.22        184.87          0.00        280.74      42939.21          0.00      -1442.11
 90.57         -4.95         -0.00          2.22        184.82          0.00        280.76      42941.06          0.00      -1439.30
 90.58         -4.95         -0.00          2.22        184.77          0.00        280.78      42942.91          0.00      -1436.49
 90.59         -4.95         -0.00          2.22        184.72          0.00        280.81      42944.76          0.00      -1433.69
 90.60         -4.95         -0.00          2.21        184.67          0.00        280.83      42946.60          0.00      -1430.88
 90.61         -4.95         -0.00          2.21        184.62          0.00        280.85      42948.45          0.00      -1428.07
 90.62         -4.95         -0.00          2.21        184.57          0.00        280.87      42950.30          0.00      -1425.26
 90.63         -4.95         -0.00          2.21        184.52          0.00        280.89      42952.14          0.00      -1422.45
 90.64         -4.95         -0.00          2.21        184.47          0.00        280.92      42953.99          0.00      -1419.64
 90.65         -4.95         -0.00          2.21        184.42          0.00        280.94      42955.83          0.00      -1416.83
 90.66         -4.95         -0.00          2.20        184.38          0.00        280.96      42957.68          0.00      -1414.02
 90.67         -4.95         -0.00          2.20        184.33          0.00        280.98      42959.52          0.00      -1411.21
 90.68         -4.95         -0.00          2.20        184.28          0.00        281.00      42961.36          0.00      -1408.40
 90.69         -4.95         -0.00          2.20        184.23          0.00        281.03      42963.20          0.00      -1405.59
 90.70         -4.95         -0.00          2.20        184.18          0.00        281.05      42965.05          0.00      -1402.78
 90.71         -4.95         -0.00          2.20        184.13          0.00        281.07      42966.89          0.00      -1399.97
 90.72         -4.94         -0.00          2.19        184.08          0.00        281.09      42968.73          0.00      -1397.16
