  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
 78.54         51.31         18.41          0.01        686.80          2.33        324.50
 78.55         51.31         18.41          0.01        686.81          2.33        324.50
 78.56         51.32         18.41          0.01        686.82          2.33        324.50
 78.57         51.33         18.41          0.01        686.84          2.33        324.50
 78.58         51.33         18.41          0.01        686.85          2.33        324.50
 78.59         51.34         18.40          0.01        686.86          2.33        324.50
 78.60         51.35         18.40          0.01        686.88          2.33        324.50
 78.61         51.35         18.40          0.01        686.89          2.33        324.50
 78.62         51.36         18.40          0.01        686.90          2.33        324.50
 78.63         51.37         18.40          0.01        686.92          2.33        324.50
 78.64         51.37         18.40          0.01        686.93          2.33        324.50
 78.65         51.38         18.40          0.01        686.94          2.33        324.50
 78.66         51.39         18.40          0.01        686.95          2.33        324.50
 78.67         51.39         18.39          0.01        686.97          2.33        324.50
