  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
 42.65         25.32          0.83          0.02        342.72          1.02        324.50
 42.66         25.32          0.83          0.02        342.66          1.02        324.50
 42.67         25.33          0.83          0.02        342.59          1.02        324.50
 42.68         25.33          0.83          0.02        342.53          1.02        324.50
 42.69         25.33          0.83          0.02        342.46          1.02        324.50
 42.70         25.34          0.83          0.02        342.40          1.02        324.50
 42.71         25.34          0.82          0.02        342.33          1.02        324.50
 42.72         25.34          0.82          0.02        342.27          1.02        324.50
 42.73         25.35          0.82          0.02        342.20          1.02        324.50
 42.74         25.35          0.82          0.02        342.14          1.01        324.50
 42.75         25.35          0.82          0.02        342.08          1.01        324.50
 42.76         25.36          0.82          0.02        342.01          1.01        324.50
